rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
237,https://boardgamegeek.com/boardgame/55670/macao,55670,Macao,2,4,100,50,100,2009,7.43573,7.14666,6010,https://cf.geekdo-images.com/images/pic665651.jpg,12,"Action Point Allowance System, Card Drafting, Dice Rolling, Hand Management, Pick-up and Deliver, Route/Network Building, Set Collection",6125,"Dice, Nautical",Stefan Feld,3.1332
238,https://boardgamegeek.com/boardgame/176396/quadropolis,176396,Quadropolis,2,4,60,30,60,2016,7.42986,7.14616,6773,https://cf.geekdo-images.com/images/pic2840020.jpg,8,"Hand Management, Pattern Building, Set Collection, Tile Placement",9321,"City Building, Environmental",François Gandon,2.2353
239,https://boardgamegeek.com/boardgame/128996/1775-rebellion,128996,1775: Rebellion,2,4,120,60,120,2013,7.80231,7.14113,2705,https://cf.geekdo-images.com/images/pic1386705.jpg,10,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Partnerships, Variable Player Powers",4005,"Age of Reason, American Indian Wars, American Revolutionary War, Educational, Wargame","Beau Beckett, Jeph Stahl",2.2823
240,https://boardgamegeek.com/boardgame/712/blood-bowl-third-edition,712,Blood Bowl (Third Edition),2,2,180,180,180,1994,7.57764,7.14021,4678,https://cf.geekdo-images.com/images/pic1427839.jpg,12,"Dice Rolling, Grid Movement, Variable Player Powers",5675,"Fantasy, Fighting, Miniatures, Sports, Wargame",Jervis Johnson,2.9751
241,https://boardgamegeek.com/boardgame/96913/lancaster,96913,Lancaster,2,5,60,60,60,2011,7.46796,7.13991,5335,https://cf.geekdo-images.com/images/pic1280761.jpg,10,"Area Control / Area Influence, Auction/Bidding, Voting, Worker Placement",6336,Medieval,Matthias Cramer,2.9921
242,https://boardgamegeek.com/boardgame/66188/fresco,66188,Fresco,2,4,60,60,60,2010,7.32562,7.13689,9570,https://cf.geekdo-images.com/images/pic714398.jpg,10,"Action / Movement Programming, Grid Movement, Set Collection, Simultaneous Action Selection",11486,Renaissance,"Wolfgang Panning, Marco Ruskowski, Marcel Süßelbeck",2.6319
243,https://boardgamegeek.com/boardgame/40354/maria,40354,Maria,2,3,210,210,210,2009,7.96712,7.13611,2060,https://cf.geekdo-images.com/images/pic524669.jpg,14,"Hand Management, Point to Point Movement, Secret Unit Deployment, Simulation",2908,"Age of Reason, Negotiation, Political, Wargame",Richard Sivél,3.5
244,https://boardgamegeek.com/boardgame/25417/battlelore,25417,BattleLore,2,2,60,60,60,2006,7.39135,7.13609,8776,https://cf.geekdo-images.com/images/pic145116.jpg,10,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Hand Management, Modular Board, Variable Player Powers",10307,"Fantasy, Medieval, Miniatures, Wargame",Richard Borg,2.7633
245,https://boardgamegeek.com/boardgame/154809/nippon,154809,Nippon,2,4,120,60,120,2015,7.78756,7.13462,2681,https://cf.geekdo-images.com/images/pic2683981.jpg,12,"Area Control / Area Influence, Variable Phase Order",3398,"Economic, Industry / Manufacturing","Nuno Bizarro Sentieiro, Paulo Soledade",3.7525
246,https://boardgamegeek.com/boardgame/183562/star-wars-x-wing-miniatures-game-force-awakens-cor,183562,Star Wars: X-Wing Miniatures Game ? The Force Awakens Core Set,2,2,45,30,45,2015,8.09717,7.13399,1884,https://cf.geekdo-images.com/images/pic2654558.png,14,"Action / Movement Programming, Dice Rolling, Variable Player Powers",5943,"Aviation / Flight, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Alex Davy, James Kniffen, Corey Konieczka, Jason Little, Brady Sadler, Adam Sadler",2.8108
247,https://boardgamegeek.com/boardgame/144592/bruxelles-1893,144592,Bruxelles 1893,2,5,125,50,125,2013,7.65258,7.12668,3272,https://cf.geekdo-images.com/images/pic1726346.jpg,13,"Auction/Bidding, Card Drafting, Modular Board, Worker Placement",3954,Economic,Etienne Espreman,3.5847
248,https://boardgamegeek.com/boardgame/83330/mansions-madness,83330,Mansions of Madness,2,5,120,120,120,2011,7.36646,7.12532,11213,https://cf.geekdo-images.com/images/pic814011.jpg,13,"Area Movement, Dice Rolling, Hand Management, Modular Board, Partnerships, Pick-up and Deliver, Role Playing, Variable Player Powers",16360,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle",Corey Konieczka,3.2397
249,https://boardgamegeek.com/boardgame/18833/lord-rings-confrontation,18833,Lord of the Rings: The Confrontation,2,2,30,30,30,2005,7.50652,7.12528,4781,https://cf.geekdo-images.com/images/pic1680704.jpg,14,"Area Movement, Hand Management, Secret Unit Deployment, Simultaneous Action Selection, Variable Player Powers",5931,"Adventure, Bluffing, Deduction, Fantasy, Movies / TV / Radio theme, Novel-based","Reiner Knizia, Eric M. Lang, Christian T. Petersen",2.1977
250,https://boardgamegeek.com/boardgame/147949/one-night-ultimate-werewolf,147949,One Night Ultimate Werewolf,3,10,10,10,10,2014,7.30019,7.12393,13512,https://cf.geekdo-images.com/images/pic1809823.jpg,8,"Role Playing, Variable Player Powers, Voting",21767,"Bluffing, Card Game, Deduction, Horror, Party Game","Ted Alspach, Akihisa Okui",1.411
251,https://boardgamegeek.com/boardgame/100901/flash-point-fire-rescue,100901,Flash Point: Fire Rescue,1,6,45,45,45,2011,7.26422,7.12374,15491,https://cf.geekdo-images.com/images/pic1129370.jpg,10,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Pick-up and Deliver, Simulation, Variable Player Powers",24069,Adventure,Kevin Lanzing,2.2088
252,https://boardgamegeek.com/boardgame/66362/glen-more,66362,Glen More,2,5,70,45,70,2010,7.35066,7.12371,7506,https://cf.geekdo-images.com/images/pic1013640.jpg,10,"Commodity Speculation, Dice Rolling, Grid Movement, Set Collection, Tile Placement, Time Track",7542,"City Building, Economic, Farming",Matthias Cramer,2.6711
253,https://boardgamegeek.com/boardgame/150658/pandemic-cure,150658,Pandemic: The Cure,2,5,30,30,30,2014,7.39414,7.1231,6676,https://cf.geekdo-images.com/images/pic2225998.jpg,8,"Co-operative Play, Dice Rolling, Hand Management, Point to Point Movement, Press Your Luck, Set Collection, Variable Player Powers",10453,"Dice, Environmental, Medical",Matt Leacock,2.064
254,https://boardgamegeek.com/boardgame/203420/exit-game-abandoned-cabin,203420,Exit: The Game ? The Abandoned Cabin,1,6,90,45,90,2016,7.79978,7.12302,2621,https://cf.geekdo-images.com/images/pic3332426.jpg,12,Co-operative Play,5307,"Deduction, Puzzle, Real-time","Inka Brand, Markus Brand",2.4667
255,https://boardgamegeek.com/boardgame/182134/evolution-climate,182134,Evolution: Climate,2,6,60,60,60,2016,7.87683,7.12275,2581,https://cf.geekdo-images.com/images/pic2876816.jpg,12,"Action Point Allowance System, Hand Management, Press Your Luck, Secret Unit Deployment, Simulation",5847,"Animals, Card Game, Educational, Environmental, Fighting, Prehistoric","Dominic Crapuchettes, Dmitry Knorre, Sergey Machin",2.6724
256,https://boardgamegeek.com/boardgame/5404/amun-re,5404,Amun-Re,3,5,90,90,90,2003,7.35643,7.12047,7515,https://cf.geekdo-images.com/images/pic2748305.jpg,12,"Area Control / Area Influence, Auction/Bidding",7737,"Ancient, Economic",Reiner Knizia,3.0733
257,https://boardgamegeek.com/boardgame/65781/london,65781,London,2,4,90,90,90,2010,7.4101,7.11979,5726,https://cf.geekdo-images.com/images/pic770317.jpg,13,"Card Drafting, Hand Management",5507,"City Building, Economic",Martin Wallace,2.8793
258,https://boardgamegeek.com/boardgame/73171/earth-reborn,73171,Earth Reborn,2,4,180,180,180,2010,7.75656,7.11519,2944,https://cf.geekdo-images.com/images/pic746581.jpg,13,"Action Point Allowance System, Card Drafting, Dice Rolling, Grid Movement, Hand Management, Modular Board, Secret Unit Deployment",5547,"Adventure, Bluffing, Fighting, Miniatures, Science Fiction, Spies/Secret Agents, Zombies",Christophe Boelinger,3.8754
259,https://boardgamegeek.com/boardgame/136063/forbidden-desert,136063,Forbidden Desert,2,5,45,45,45,2013,7.24748,7.11224,17227,https://cf.geekdo-images.com/images/pic1528722.jpg,10,"Action Point Allowance System, Co-operative Play, Grid Movement, Modular Board, Pick-up and Deliver, Set Collection, Variable Player Powers",29537,"Adventure, Fantasy, Science Fiction",Matt Leacock,2.0364
260,https://boardgamegeek.com/boardgame/102652/sentinels-multiverse,102652,Sentinels of the Multiverse,1,5,60,30,60,2011,7.32189,7.11219,11948,https://cf.geekdo-images.com/images/pic1296144.jpg,8,"Co-operative Play, Hand Management, Variable Player Powers",17412,"Card Game, Comic Book / Strip, Fighting","Christopher Badell, Paul Bender, Adam Rebottaro",2.5039
261,https://boardgamegeek.com/boardgame/172/sale,172,For Sale,3,6,30,30,30,1997,7.21922,7.11118,17202,https://cf.geekdo-images.com/images/pic1513085.jpg,10,"Auction/Bidding, Hand Management",20430,"Card Game, Economic",Stefan Dorra,1.2841
262,https://boardgamegeek.com/boardgame/192458/51st-state-master-set,192458,51st State: Master Set,1,4,90,60,90,2016,7.82651,7.10828,2586,https://cf.geekdo-images.com/images/pic2945432.jpg,14,"Card Drafting, Hand Management, Variable Phase Order, Worker Placement",4436,"Card Game, City Building, Economic, Science Fiction",Ignacy Trzewiczek,2.9506
263,https://boardgamegeek.com/boardgame/875/roads-boats,875,Roads & Boats,1,4,240,240,240,1999,7.74669,7.10639,2589,https://cf.geekdo-images.com/images/pic713985.jpg,14,"Grid Movement, Line Drawing, Modular Board, Pick-up and Deliver, Route/Network Building",3541,"City Building, Civilization, Economic, Industry / Manufacturing, Transportation","Jeroen Doumen, Joris Wiersinga",4.19
264,https://boardgamegeek.com/boardgame/17226/descent-journeys-dark,17226,Descent: Journeys in the Dark,2,5,240,240,240,2005,7.33339,7.10614,10553,https://cf.geekdo-images.com/images/pic249300.jpg,12,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",12668,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Kevin Wilson,3.3406
265,https://boardgamegeek.com/boardgame/27162/kingsburg,27162,Kingsburg,2,5,90,90,90,2007,7.23053,7.10335,16104,https://cf.geekdo-images.com/images/pic253057.jpg,13,"Dice Rolling, Worker Placement",15332,"City Building, Dice, Fantasy, Medieval","Andrea Chiarvesio, Luca Iennaco",2.4289
266,https://boardgamegeek.com/boardgame/11170/heroscape-master-set-rise-valkyrie,11170,Heroscape Master Set: Rise of the Valkyrie,2,4,90,90,90,2004,7.42229,7.1033,7147,https://cf.geekdo-images.com/images/pic244662.jpg,8,"Dice Rolling, Grid Movement, Modular Board",11222,"Adventure, Fantasy, Fighting, Miniatures, Science Fiction","Stephen Baker, Rob Daviau, Craig Van Ness",2.2917
267,https://boardgamegeek.com/boardgame/137408/amerigo,137408,Amerigo,2,4,90,90,90,2013,7.50017,7.10305,4347,https://cf.geekdo-images.com/images/pic1824151.jpg,10,"Action Point Allowance System, Grid Movement, Modular Board, Tile Placement",5903,"Nautical, Renaissance",Stefan Feld,3.0035
268,https://boardgamegeek.com/boardgame/146791/shadows-brimstone-city-ancients,146791,Shadows of Brimstone: City of the Ancients,1,4,120,120,120,2014,8.03435,7.10056,2436,https://cf.geekdo-images.com/images/pic2037825.jpg,12,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Role Playing, Variable Player Powers",5052,"Adventure, American West, Exploration, Fighting, Horror, Miniatures",Jason C. Hill,3.3224
269,https://boardgamegeek.com/boardgame/98778/hanabi,98778,Hanabi,2,5,25,25,25,2010,7.18362,7.09459,27135,https://cf.geekdo-images.com/images/pic2007286.jpg,8,"Co-operative Play, Hand Management, Memory, Set Collection",44147,"Card Game, Deduction, Memory",Antoine Bauza,1.7097
270,https://boardgamegeek.com/boardgame/58421/egizia,58421,Egizia,2,4,90,90,90,2009,7.46138,7.09397,4544,https://cf.geekdo-images.com/images/pic586431.jpg,12,"Card Drafting, Time Track, Worker Placement",3727,"Ancient, Farming","Acchittocca, Flaminia Brasini, Virginio Gigli, Stefano Luperto, Antonio Tinto",2.8315
271,https://boardgamegeek.com/boardgame/97786/small-world-underground,97786,Small World Underground,2,5,90,30,90,2011,7.34729,7.09131,7743,https://cf.geekdo-images.com/images/pic979889.jpg,8,"Area Movement, Dice Rolling, Variable Player Powers",12451,"Fantasy, Fighting, Territory Building",Philippe Keyaerts,2.6006
272,https://boardgamegeek.com/boardgame/13/catan,13,Catan,3,4,120,60,120,1995,7.23569,7.08943,74261,https://cf.geekdo-images.com/images/pic2419375.jpg,10,"Dice Rolling, Hand Management, Modular Board, Route/Network Building, Trading",106608,Negotiation,Klaus Teuber,2.3536
273,https://boardgamegeek.com/boardgame/133038/pathfinder-adventure-card-game-rise-runelords-base,133038,Pathfinder Adventure Card Game: Rise of the Runelords ? Base Set,1,4,90,90,90,2013,7.32134,7.08917,10402,https://cf.geekdo-images.com/images/pic1775517.jpg,13,"Co-operative Play, Deck / Pool Building, Dice Rolling, Hand Management, Role Playing, Variable Player Powers",16103,"Adventure, Card Game, Fantasy, Fighting","Mike Selinker, Chad Brown, Tanis O'Connor, Paul Peterson, Gaby Weidling",2.7162
274,https://boardgamegeek.com/boardgame/105551/archipelago,105551,Archipelago,2,5,240,30,240,2012,7.41547,7.08842,5760,https://cf.geekdo-images.com/images/pic1640388.jpg,14,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation, Modular Board, Tile Placement, Trading, Worker Placement",7809,"Civilization, Economic, Exploration, Nautical, Negotiation, Renaissance",Christophe Boelinger,3.7237
275,https://boardgamegeek.com/boardgame/128671/spartacus-game-blood-treachery,128671,Spartacus: A Game of Blood & Treachery,3,4,150,150,150,2012,7.48608,7.08838,5304,https://cf.geekdo-images.com/images/pic1533071.jpg,17,"Auction/Bidding, Betting/Wagering, Dice Rolling, Grid Movement, Hand Management, Trading, Variable Player Powers",6957,"Ancient, Fighting, Miniatures, Movies / TV / Radio theme, Negotiation","Aaron Dill, John Kovaleski, Sean Sweigart",2.6833
276,https://boardgamegeek.com/boardgame/138161/firefly-game,138161,Firefly: The Game,1,5,240,120,240,2013,7.40846,7.08593,7844,https://cf.geekdo-images.com/images/pic1727008.png,13,"Area Movement, Card Drafting, Dice Rolling, Pick-up and Deliver, Take That, Trading, Variable Player Powers",14275,"Movies / TV / Radio theme, Science Fiction, Space Exploration, Travel","Aaron Dill, John Kovaleski, Sean Sweigart",2.9441
277,https://boardgamegeek.com/boardgame/63888/innovation,63888,Innovation,2,4,60,45,60,2010,7.24368,7.08354,11701,https://cf.geekdo-images.com/images/pic2966859.png,12,"Hand Management, Variable Phase Order",14917,"Card Game, Civilization",Carl Chudyk,2.7141
278,https://boardgamegeek.com/boardgame/36553/times-title-recall,36553,Time's Up! Title Recall!,4,18,60,60,60,2008,7.78343,7.08163,2352,https://cf.geekdo-images.com/images/pic3690447.jpg,12,"Acting, Memory, Partnerships",3489,"Humor, Movies / TV / Radio theme, Party Game","Michael Adams, Peter Sarrett",1.1905
279,https://boardgamegeek.com/boardgame/151347/millennium-blades,151347,Millennium Blades,2,5,120,80,120,2016,7.90687,7.07951,2262,https://cf.geekdo-images.com/images/pic2468179.jpg,12,"Card Drafting, Commodity Speculation, Hand Management, Set Collection, Simulation, Trading",3955,"Card Game, Real-time","D. Brad Talton, Jr.",3.5972
280,https://boardgamegeek.com/boardgame/205359/star-wars-destiny,205359,Star Wars: Destiny,2,2,30,30,30,2016,7.89904,7.07881,2651,https://cf.geekdo-images.com/images/pic3363466.jpg,10,"Dice Rolling, Hand Management, Variable Player Powers",4449,"Collectible Components, Dice, Fighting, Movies / TV / Radio theme, Science Fiction","Corey Konieczka, Lukas Litzsinger",2.2821
281,https://boardgamegeek.com/boardgame/206718/ethnos,206718,Ethnos,2,6,60,45,60,2017,7.60514,7.07723,3281,https://cf.geekdo-images.com/images/pic3304124.png,14,"Area Control / Area Influence, Card Drafting, Press Your Luck, Set Collection, Variable Player Powers",4713,Fantasy,Paolo Mori,2.06
282,https://boardgamegeek.com/boardgame/171668/grizzled,171668,The Grizzled,2,5,30,30,30,2015,7.32457,7.07597,7446,https://cf.geekdo-images.com/images/pic3719610.png,10,"Co-operative Play, Hand Management, Press Your Luck, Variable Player Powers",12969,"Card Game, World War I","Fabien Riffaud, Juan Rodriguez",1.9187
283,https://boardgamegeek.com/boardgame/166669/san-juan-second-edition,166669,San Juan (second edition),2,4,60,45,60,2014,7.61202,7.07586,3114,https://cf.geekdo-images.com/images/pic2305703.jpg,10,"Hand Management, Set Collection, Variable Phase Order",5287,"Card Game, City Building, Economic",Andreas Seyfarth,2.1
284,https://boardgamegeek.com/boardgame/34219/biblios,34219,Biblios,2,4,30,30,30,2007,7.23634,7.07458,11280,https://cf.geekdo-images.com/images/pic759154.jpg,10,"Auction/Bidding, Card Drafting, Hand Management, Press Your Luck, Set Collection",14424,"Card Game, Medieval, Religious",Steve Finn,1.6763
285,https://boardgamegeek.com/boardgame/62227/labyrinth-war-terror-2001,62227,"Labyrinth: The War on Terror, 2001 ? ?",1,2,180,180,180,2010,7.5994,7.07369,3428,https://cf.geekdo-images.com/images/pic859584.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Point to Point Movement, Variable Player Powers",6884,"Modern Warfare, Political, Wargame",Volko Ruhnke,3.5389
286,https://boardgamegeek.com/boardgame/42052/vinhos,42052,Vinhos,2,4,135,60,135,2010,7.52119,7.07345,3829,https://cf.geekdo-images.com/images/pic815592.jpg,12,"Area Control / Area Influence, Worker Placement",4218,"Economic, Industry / Manufacturing",Vital Lacerda,4.2029
287,https://boardgamegeek.com/boardgame/127398/legends-andor,127398,Legends of Andor,2,4,90,60,90,2012,7.30512,7.07256,9277,https://cf.geekdo-images.com/images/pic2606106.jpg,10,"Area Movement, Co-operative Play, Dice Rolling, Variable Player Powers",15785,"Adventure, Fantasy, Fighting, Puzzle",Michael Menzel,2.765
288,https://boardgamegeek.com/boardgame/189932/tyrants-underdark,189932,Tyrants of the Underdark,2,4,60,60,60,2016,7.91866,7.07083,2135,https://cf.geekdo-images.com/images/pic2801874.jpg,14,"Area Control / Area Influence, Deck / Pool Building",3116,Fantasy,"Peter Lee, Rodney Thompson, Andrew Veen",2.5385
289,https://boardgamegeek.com/boardgame/62222/commands-colors-napoleonics,62222,Commands & Colors: Napoleonics,2,2,90,90,90,2010,7.98087,7.06947,1948,https://cf.geekdo-images.com/images/pic837162.jpg,14,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board",3667,"Napoleonic, Wargame",Richard Borg,2.7256
290,https://boardgamegeek.com/boardgame/90419/airlines-europe,90419,Airlines Europe,2,5,75,75,75,2011,7.3638,7.0687,5790,https://cf.geekdo-images.com/images/pic975416.jpg,10,"Card Drafting, Route/Network Building, Set Collection, Stock Holding",6846,"Aviation / Flight, Economic",Alan R. Moon,2.4381
291,https://boardgamegeek.com/boardgame/3685/hammer-scots,3685,Hammer of the Scots,2,2,180,120,180,2002,7.56606,7.06566,3468,https://cf.geekdo-images.com/images/pic623710.jpg,12,"Area Movement, Area-Impulse, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Secret Unit Deployment, Simultaneous Action Selection",4406,"Medieval, Wargame","Tom Dalgliesh, Jerry Taylor",2.9804
292,https://boardgamegeek.com/boardgame/161614/stockpile,161614,Stockpile,2,5,45,45,45,2015,7.60244,7.06411,3257,https://cf.geekdo-images.com/images/pic2537618.jpg,13,"Auction/Bidding, Card Drafting, Stock Holding, Variable Player Powers",4474,Economic,"Brett Sobol, Seth Van Orden",2.0744
293,https://boardgamegeek.com/boardgame/125618/libertalia,125618,Libertalia,2,6,45,45,45,2012,7.24472,7.06346,9837,https://cf.geekdo-images.com/images/pic1326136.jpg,14,"Hand Management, Set Collection, Simultaneous Action Selection, Variable Phase Order",11838,"Card Game, Pirates",Paolo Mori,2.2349
294,https://boardgamegeek.com/boardgame/158899/colt-express,158899,Colt Express,2,6,40,30,40,2014,7.20416,7.06011,14724,https://cf.geekdo-images.com/images/pic2869710.jpg,10,"Action / Movement Programming, Hand Management, Memory, Modular Board, Take That, Variable Player Powers",20795,"American West, Fighting, Trains",Christophe Raimbault,1.8076
295,https://boardgamegeek.com/boardgame/169255/game-thrones-card-game-second-edition,169255,A Game of Thrones: The Card Game (Second Edition),2,4,120,60,120,2015,7.78569,7.05916,2755,https://cf.geekdo-images.com/images/pic2783386.jpg,14,"Card Drafting, Hand Management, Simultaneous Action Selection, Variable Player Powers",5361,"Card Game, Collectible Components, Fantasy, Fighting, Medieval, Negotiation, Novel-based","Nate French, Eric M. Lang",3.449
296,https://boardgamegeek.com/boardgame/50/lost-cities,50,Lost Cities,2,2,30,30,30,1999,7.14805,7.05811,28695,https://cf.geekdo-images.com/images/pic2606107.jpg,10,"Hand Management, Set Collection",37613,"Card Game, Exploration",Reiner Knizia,1.512
297,https://boardgamegeek.com/boardgame/116998/thunderstone-advance-towers-ruin,116998,Thunderstone Advance: Towers of Ruin,1,5,90,60,90,2012,7.47487,7.05773,4221,https://cf.geekdo-images.com/images/pic1196537.jpg,12,"Card Drafting, Deck / Pool Building, Hand Management",6567,"Card Game, Fantasy","Edward Bolme, Mike Elliott, Mark Wootton",2.7414
298,https://boardgamegeek.com/boardgame/162082/deus,162082,Deus,2,4,90,60,90,2014,7.37551,7.05669,5251,https://cf.geekdo-images.com/images/pic2219643.png,14,"Area Control / Area Influence, Grid Movement, Hand Management, Modular Board, Route/Network Building",6139,"Civilization, Mythology",Sébastien Dujardin,2.8433
299,https://boardgamegeek.com/boardgame/141572/paperback,141572,Paperback,2,5,45,45,45,2014,7.34411,7.05274,5782,https://cf.geekdo-images.com/images/pic1991455.jpg,8,"Card Drafting, Co-operative Play, Deck / Pool Building",9554,"Card Game, Print & Play, Word Game",Tim Fowers,1.9947
300,https://boardgamegeek.com/boardgame/475/taj-mahal,475,Taj Mahal,3,5,100,75,100,2000,7.31914,7.05105,6360,https://cf.geekdo-images.com/images/pic178427.jpg,12,"Auction/Bidding, Card Drafting, Hand Management, Route/Network Building, Set Collection",6975,"Bluffing, Political",Reiner Knizia,3.0067
301,https://boardgamegeek.com/boardgame/43570/friday,43570,Friday,1,1,25,25,25,2011,7.23188,7.0499,10656,https://cf.geekdo-images.com/images/pic1513328.jpg,13,"Deck / Pool Building, Hand Management",19126,"Card Game, Fighting, Novel-based, Pirates",Friedemann Friese,2.123
302,https://boardgamegeek.com/boardgame/188920/war-mine-board-game,188920,This War of Mine: The Board Game,1,6,120,45,120,2017,8.16571,7.04958,1853,https://cf.geekdo-images.com/images/pic3315915.jpg,18,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Press Your Luck, Role Playing, Simulation, Storytelling, Worker Placement",5054,"Adventure, Exploration, Mature / Adult, Video Game Theme","Micha? Oracz, Jakub Wi?niewski",2.9462
303,https://boardgamegeek.com/boardgame/95527/madeira,95527,Madeira,2,4,150,60,150,2013,7.65643,7.04927,2734,https://cf.geekdo-images.com/images/pic1762708.jpg,12,"Area Control / Area Influence, Dice Rolling, Worker Placement",4278,"Dice, Economic, Farming, Nautical","Nuno Bizarro Sentieiro, Paulo Soledade",4.2741
304,https://boardgamegeek.com/boardgame/119506/freedom-underground-railroad,119506,Freedom: The Underground Railroad,1,4,120,60,120,2012,7.62626,7.04734,2823,https://cf.geekdo-images.com/images/pic1478723.jpg,13,"Co-operative Play, Pick-up and Deliver, Point to Point Movement, Variable Player Powers",4654,"American Civil War, Economic, Educational, Political",Brian Mayer,2.9133
305,https://boardgamegeek.com/boardgame/27173/vikings,27173,Vikings,2,4,60,60,60,2007,7.28275,7.04455,7088,https://cf.geekdo-images.com/images/pic1904581.jpg,10,"Auction/Bidding, Tile Placement",6798,"Economic, Medieval, Nautical, Territory Building",Michael Kiesling,2.5393
306,https://boardgamegeek.com/boardgame/6472/game-thrones-first-edition,6472,A Game of Thrones (first edition),3,5,180,180,180,2003,7.27462,7.04449,9545,https://cf.geekdo-images.com/images/pic1222116.jpg,12,"Area Movement, Auction/Bidding, Hand Management, Memory, Player Elimination, Simultaneous Action Selection, Variable Player Powers",9115,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame","Christian T. Petersen, Kevin Wilson",3.4477
307,https://boardgamegeek.com/boardgame/133848/euphoria-build-better-dystopia,133848,Euphoria: Build a Better Dystopia,2,6,60,60,60,2013,7.32155,7.04197,6489,https://cf.geekdo-images.com/images/pic1615561.jpg,13,"Dice Rolling, Hand Management, Set Collection, Variable Player Powers, Worker Placement",8657,Science Fiction,"Jamey Stegmaier, Alan Stone",3.115
308,https://boardgamegeek.com/boardgame/34119/tales-arabian-nights,34119,Tales of the Arabian Nights,1,6,120,120,120,2009,7.26441,7.04078,9491,https://cf.geekdo-images.com/images/pic486114.jpg,12,"Dice Rolling, Point to Point Movement, Role Playing, Storytelling, Variable Player Powers",13828,"Adventure, Arabian, Book, Exploration, Fantasy, Travel","Anthony J. Gallela, Eric Goldberg, Kevin Maroney, Zev Shlasinger",2.1634
309,https://boardgamegeek.com/boardgame/163968/elysium,163968,Elysium,2,4,60,60,60,2015,7.32754,7.04074,5926,https://cf.geekdo-images.com/images/pic2837103.png,14,"Card Drafting, Set Collection",8311,"Ancient, Card Game, Mythology","Matthew Dunstan, Brett J. Gilbert",2.7789
310,https://boardgamegeek.com/boardgame/192153/pandemic-reign-cthulhu,192153,Pandemic: Reign of Cthulhu,2,4,40,40,40,2016,7.53103,7.03945,4091,https://cf.geekdo-images.com/images/pic2866737.png,14,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",7913,"Horror, Mythology","Matt Leacock, Chuck D. Yager",2.1452
311,https://boardgamegeek.com/boardgame/128271/ginkgopolis,128271,Ginkgopolis,1,5,45,45,45,2012,7.4366,7.03938,4010,https://cf.geekdo-images.com/images/pic1412371.jpg,13,"Area Control / Area Influence, Card Drafting, Simultaneous Action Selection, Tile Placement",3759,"City Building, Environmental, Science Fiction, Territory Building",Xavier Georges,2.9038
312,https://boardgamegeek.com/boardgame/113924/zombicide,113924,Zombicide,1,6,180,45,180,2012,7.28079,7.03687,12320,https://cf.geekdo-images.com/images/pic1196191.jpg,13,"Action Point Allowance System, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Player Elimination, Variable Player Powers",17783,"Horror, Miniatures, Zombies","Raphaël Guiton, Jean-Baptiste Lullien, Nicolas Raoult",2.5753
313,https://boardgamegeek.com/boardgame/478/citadels,478,Citadels,2,8,60,20,60,2000,7.12778,7.03526,40200,https://cf.geekdo-images.com/images/pic3239104.jpg,10,"Card Drafting, Set Collection, Variable Phase Order, Variable Player Powers",53036,"Bluffing, Card Game, City Building, Fantasy, Medieval",Bruno Faidutti,2.0603
314,https://boardgamegeek.com/boardgame/39351/automobile,39351,Automobile,3,5,120,120,120,2009,7.35901,7.03278,4877,https://cf.geekdo-images.com/images/pic744514.jpg,12,"Commodity Speculation, Variable Player Powers",4805,"Economic, Industry / Manufacturing",Martin Wallace,3.5216
315,https://boardgamegeek.com/boardgame/15062/shadows-over-camelot,15062,Shadows over Camelot,3,7,80,60,80,2005,7.15164,7.03257,21653,https://cf.geekdo-images.com/images/pic70547.jpg,10,"Co-operative Play, Hand Management, Partnerships, Player Elimination, Set Collection, Variable Player Powers",26340,"Adventure, Deduction, Fantasy, Medieval, Mythology","Bruno Cathala, Serge Laget",2.5645
316,https://boardgamegeek.com/boardgame/150/pitchcar,150,PitchCar,2,8,30,30,30,1995,7.24189,7.03084,7987,https://cf.geekdo-images.com/images/pic215555.jpg,6,Modular Board,8093,"Action / Dexterity, Children's Game, Party Game, Racing, Sports",Jean du Poël,1.127
