rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
747,https://boardgamegeek.com/boardgame/43443/castle-panic,43443,Castle Panic,1,6,60,60,60,2009,6.70627,6.56582,10350,https://cf.geekdo-images.com/images/pic496923.jpg,10,"Campaign / Battle Card Driven, Chit-Pull System, Co-operative Play, Dice Rolling, Hand Management, Trading, Variable Player Powers",16801,"Fantasy, Fighting, Medieval",Justin De Witt,1.6734
748,https://boardgamegeek.com/boardgame/878/wyatt-earp,878,Wyatt Earp,2,4,45,30,45,2001,6.87031,6.56552,3559,https://cf.geekdo-images.com/images/pic2241574.jpg,8,"Hand Management, Set Collection",4810,"American West, Card Game","Richard Borg, Mike Fitzgerald",1.8417
749,https://boardgamegeek.com/boardgame/123607/puzzle-strike-third-edition,123607,Puzzle Strike (Third Edition),2,4,20,20,20,2012,7.3759,6.56539,1372,https://cf.geekdo-images.com/images/pic1288706.jpg,10,"Deck / Pool Building, Hand Management, Variable Player Powers",1817,"Card Game, Fantasy, Video Game Theme",David Sirlin,2.7033
750,https://boardgamegeek.com/boardgame/1231/bausack,1231,Bausack,2,8,45,15,45,1987,6.88208,6.56403,3311,https://cf.geekdo-images.com/images/pic306631.jpg,7,Auction/Bidding,3964,Action / Dexterity,Klaus Zoch,1.3101
751,https://boardgamegeek.com/boardgame/19999/aton,19999,Aton,2,2,30,30,30,2005,6.89939,6.5638,2952,https://cf.geekdo-images.com/images/pic292166.jpg,8,"Area Control / Area Influence, Hand Management, Simultaneous Action Selection",3905,Ancient,Thorsten Gimmler,2.1077
752,https://boardgamegeek.com/boardgame/17405/1846-race-midwest,17405,1846: The Race for the Midwest,3,5,240,240,240,2005,8.08017,6.56264,658,https://cf.geekdo-images.com/images/pic3232567.jpg,14,"Route/Network Building, Stock Holding, Tile Placement",1379,"Economic, Trains",Thomas Lehmann,4.0545
753,https://boardgamegeek.com/boardgame/6205/europe-engulfed,6205,Europe Engulfed,2,3,720,720,720,2003,7.5374,6.56257,1210,https://cf.geekdo-images.com/images/pic36736.jpg,14,"Action Point Allowance System, Area Movement, Dice Rolling, Secret Unit Deployment",2228,"Wargame, World War II","Jesse Evans, Rick Young",3.775
754,https://boardgamegeek.com/boardgame/30658/rise-empires,30658,Rise of Empires,2,5,180,180,180,2009,7.11795,6.56193,1842,https://cf.geekdo-images.com/images/pic434539.jpg,12,"Area Control / Area Influence, Variable Phase Order, Worker Placement",2692,"Ancient, Civilization",Martin Wallace,3.5535
755,https://boardgamegeek.com/boardgame/112/condottiere,112,Condottiere,2,6,45,45,45,1995,6.74153,6.5599,6358,https://cf.geekdo-images.com/images/pic239843.jpg,14,"Area Control / Area Influence, Auction/Bidding, Hand Management",7342,"Bluffing, Card Game, Medieval, Negotiation","Dominique Ehrhard, Duccio Vitale",1.9507
756,https://boardgamegeek.com/boardgame/22484/ingenious-travel-edition,22484,Ingenious: Travel Edition,2,2,30,30,30,2006,7.14205,6.55907,1738,https://cf.geekdo-images.com/images/pic254406.jpg,10,"Hand Management, Pattern Building, Tile Placement",2419,Abstract Strategy,Reiner Knizia,1.8544
757,https://boardgamegeek.com/boardgame/34194/aquaretto,34194,Aquaretto,2,5,45,45,45,2008,7.02713,6.55668,2261,https://cf.geekdo-images.com/images/pic1603517.jpg,10,"Set Collection, Tile Placement",2758,Animals,Michael Schacht,2.1045
758,https://boardgamegeek.com/boardgame/55697/power-struggle,55697,Power Struggle,3,5,105,105,105,2009,7.04779,6.55623,2047,https://cf.geekdo-images.com/images/pic588429.jpg,12,"Area Control / Area Influence, Variable Player Powers",3043,"Humor, Negotiation",Bauldric & Friends,3.3527
759,https://boardgamegeek.com/boardgame/22038/warrior-knights,22038,Warrior Knights,2,6,180,180,180,2006,6.87838,6.55419,3455,https://cf.geekdo-images.com/images/pic106710.jpg,12,"Area Movement, Auction/Bidding, Campaign / Battle Card Driven, Simultaneous Action Selection, Voting",5054,"Medieval, Negotiation, Political, Wargame","Derek Carver, Pierre Cléquin, Bruno Faidutti, Corey Konieczka",3.491
760,https://boardgamegeek.com/boardgame/196/kremlin,196,Kremlin,3,6,75,75,75,1986,6.99075,6.5526,2467,https://cf.geekdo-images.com/images/pic1787203.jpg,12,"Secret Unit Deployment, Voting",3576,"Negotiation, Political",Urs Hostettler,2.8327
761,https://boardgamegeek.com/boardgame/423/1856,423,1856,3,6,300,300,300,1995,7.48825,6.55202,1057,https://cf.geekdo-images.com/images/pic159311.jpg,14,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement",1503,"Economic, Trains",Bill Dixon,4.236
762,https://boardgamegeek.com/boardgame/143405/sylvion,143405,Sylvion,1,2,30,30,30,2015,7.3021,6.55149,1408,https://cf.geekdo-images.com/images/pic2402894.png,10,"Card Drafting, Co-operative Play, Grid Movement, Hand Management",3771,"Animals, Card Game, Environmental, Fantasy",Shadi Torbey,2.0317
763,https://boardgamegeek.com/boardgame/171879/kraftwagen,171879,Kraftwagen,2,4,75,75,75,2015,7.36785,6.55143,1221,https://cf.geekdo-images.com/images/pic3009417.jpg,10,Time Track,1784,"Economic, Industry / Manufacturing",Matthias Cramer,2.8333
764,https://boardgamegeek.com/boardgame/16986/ubongo,16986,Ubongo,1,4,25,25,25,2003,6.75752,6.5514,5471,https://cf.geekdo-images.com/images/pic2606162.jpg,8,"Pattern Building, Set Collection",5914,"Puzzle, Real-time",Grzegorz Rejchtman,1.5606
765,https://boardgamegeek.com/boardgame/16496/roma,16496,Roma,2,2,45,45,45,2005,6.81723,6.55115,4052,https://cf.geekdo-images.com/images/pic1167294.jpg,8,"Action Point Allowance System, Card Drafting, Dice Rolling, Hand Management",4897,"Ancient, Card Game, Dice",Stefan Feld,2.0022
766,https://boardgamegeek.com/boardgame/24417/factory-fun,24417,Factory Fun,2,5,45,45,45,2006,6.8612,6.55044,3192,https://cf.geekdo-images.com/images/pic802170.jpg,10,"Modular Board, Tile Placement",3287,"Industry / Manufacturing, Puzzle, Real-time",Corné van Moorsel,2.4902
767,https://boardgamegeek.com/boardgame/199561/sagrada,199561,Sagrada,1,4,40,20,40,2017,7.60254,6.55011,1005,https://cf.geekdo-images.com/images/pic3525224.jpg,14,"Card Drafting, Dice Rolling, Pattern Building, Set Collection",2006,Dice,"Adrian Adamescu, Daryl Andrews",1.8571
768,https://boardgamegeek.com/boardgame/92319/olympos,92319,Olympos,2,5,75,75,75,2011,7.00012,6.54904,2209,https://cf.geekdo-images.com/images/pic1017479.jpg,12,"Area Control / Area Influence, Area Movement, Set Collection, Time Track",2727,"Ancient, Civilization, Fighting, Mythology, Territory Building",Philippe Keyaerts,2.9652
769,https://boardgamegeek.com/boardgame/106662/power-grid-first-sparks,106662,Power Grid: The First Sparks,2,6,60,60,60,2011,6.88389,6.5475,2990,https://cf.geekdo-images.com/images/pic1102960.jpg,12,"Area Movement, Card Drafting, Modular Board, Route/Network Building",3727,"Animals, Economic, Prehistoric",Friedemann Friese,2.6892
770,https://boardgamegeek.com/boardgame/1897/starfarers-catan,1897,Starfarers of Catan,3,4,120,120,120,1999,6.81589,6.54508,4412,https://cf.geekdo-images.com/images/pic159131.jpg,12,Trading,5889,"Exploration, Negotiation, Science Fiction, Space Exploration",Klaus Teuber,2.5829
771,https://boardgamegeek.com/boardgame/127024/room-25,127024,Room 25,1,6,30,30,30,2013,6.84258,6.545,3703,https://cf.geekdo-images.com/images/pic3046708.jpg,13,"Action / Movement Programming, Co-operative Play, Grid Movement, Memory, Modular Board, Partnerships, Player Elimination, Simultaneous Action Selection",4854,"Bluffing, Deduction, Exploration, Horror, Maze, Negotiation, Science Fiction",François Rouzé,1.9227
772,https://boardgamegeek.com/boardgame/63268/spot-it,63268,Spot it!,2,8,15,15,15,2009,6.74349,6.54414,6117,https://cf.geekdo-images.com/images/pic1203476.jpg,7,Pattern Recognition,10007,"Card Game, Children's Game, Educational, Party Game, Real-time, Sports","Denis Blanchot, Guillaume Gille-Naves, Igor Polouchine",1.0368
773,https://boardgamegeek.com/boardgame/94362/rune-age,94362,Rune Age,1,4,60,60,60,2011,6.86128,6.544,3603,https://cf.geekdo-images.com/images/pic973931.jpg,13,"Co-operative Play, Deck / Pool Building, Dice Rolling, Hand Management, Variable Player Powers",5406,"Card Game, Fantasy",Corey Konieczka,2.2882
774,https://boardgamegeek.com/boardgame/67254/warmachine-prime-mk-ii,67254,Warmachine Prime Mk II,2,4,60,60,60,2010,7.92736,6.54295,772,https://cf.geekdo-images.com/images/pic641067.jpg,12,"Dice Rolling, Variable Player Powers",1318,"Fantasy, Miniatures, Wargame","Simon Berman, David Carl, Robert Hawkins, Ron Kruzie, Brian Putnam, Doug Seacat, Jason Soles, Matt Wilson",3.7167
775,https://boardgamegeek.com/boardgame/40270/call-cthulhu-card-game,40270,Call of Cthulhu: The Card Game,2,2,30,30,30,2008,6.97609,6.542,2662,https://cf.geekdo-images.com/images/pic1929811.jpg,13,"Card Drafting, Hand Management",4785,"Card Game, Collectible Components, Fantasy, Horror, Novel-based","Nate French, Eric M. Lang",2.8889
776,https://boardgamegeek.com/boardgame/3072/necromunda,3072,Necromunda,2,4,30,30,30,1995,7.26019,6.54177,1573,https://cf.geekdo-images.com/images/pic1518402.jpg,12,"Dice Rolling, Modular Board, Role Playing, Secret Unit Deployment, Variable Player Powers",1786,"Fighting, Miniatures, Science Fiction, Wargame","Andy Chambers, Jervis Johnson, Rick Priestley",3.0719
777,https://boardgamegeek.com/boardgame/826/cartagena,826,Cartagena,2,5,45,45,45,2000,6.70788,6.54148,6567,https://cf.geekdo-images.com/images/pic1889500.jpg,8,"Hand Management, Modular Board",7246,"Pirates, Racing",Leo Colovini,1.6145
778,https://boardgamegeek.com/boardgame/9446/blue-moon,9446,Blue Moon,2,2,30,30,30,2004,6.75294,6.54109,5019,https://cf.geekdo-images.com/images/pic174185.jpg,12,"Auction/Bidding, Hand Management, Variable Player Powers",6263,"Card Game, Fantasy, Fighting",Reiner Knizia,2.1713
779,https://boardgamegeek.com/boardgame/26/age-renaissance,26,Age of Renaissance,3,6,360,360,360,1996,7.10361,6.54034,1950,https://cf.geekdo-images.com/images/pic87721.jpg,12,"Area Movement, Auction/Bidding",2509,"Civilization, Economic, Medieval, Renaissance","Don Greenwood, Jared Scarborough",3.8511
780,https://boardgamegeek.com/boardgame/142992/gravwell-escape-9th-dimension,142992,Gravwell: Escape from the 9th Dimension,1,4,35,20,35,2013,7.00414,6.53956,2257,https://cf.geekdo-images.com/images/pic2237646.png,12,"Action / Movement Programming, Card Drafting, Point to Point Movement, Simultaneous Action Selection",3221,"Card Game, Racing, Science Fiction",Corey Young,1.7429
781,https://boardgamegeek.com/boardgame/38862/giants,38862,Giants,3,5,90,90,90,2008,7.01113,6.53906,2123,https://cf.geekdo-images.com/images/pic920285.jpg,10,"Auction/Bidding, Pick-up and Deliver, Route/Network Building, Worker Placement",2977,Transportation,Fabrice Besson,2.9541
782,https://boardgamegeek.com/boardgame/203427/fabled-fruit,203427,Fabled Fruit,2,5,30,20,30,2016,7.21374,6.53866,1475,https://cf.geekdo-images.com/images/pic3086825.jpg,8,"Set Collection, Worker Placement",2277,"Animals, Card Game",Friedemann Friese,1.5484
783,https://boardgamegeek.com/boardgame/15512/diamant,15512,Diamant,3,8,30,30,30,2005,6.74189,6.53783,5104,https://cf.geekdo-images.com/images/pic2337170.jpg,8,"Press Your Luck, Simultaneous Action Selection",4459,"Adventure, Bluffing","Bruno Faidutti, Alan R. Moon",1.1185
784,https://boardgamegeek.com/boardgame/101785/d-day-dice,101785,D-Day Dice,1,4,45,45,45,2012,6.87592,6.5376,3010,https://cf.geekdo-images.com/images/pic1206256.jpg,14,"Co-operative Play, Dice Rolling, Simultaneous Action Selection",4716,"Dice, Wargame, World War II",Emmanuel Aquin,2.0573
785,https://boardgamegeek.com/boardgame/112138/krosmaster-arena,112138,Krosmaster: Arena,2,4,60,60,60,2012,6.9788,6.53751,2681,https://cf.geekdo-images.com/images/pic1573355.png,14,"Action Point Allowance System, Card Drafting, Dice Rolling, Grid Movement, Variable Player Powers",5639,"Collectible Components, Fantasy, Fighting, Miniatures","Murat Célébi, Nicolas Degouy",2.6667
786,https://boardgamegeek.com/boardgame/9220/saboteur,9220,Saboteur,3,10,30,30,30,2004,6.63719,6.53639,16705,https://cf.geekdo-images.com/images/pic2602139.jpg,8,"Hand Management, Partnerships, Route/Network Building, Take That",24074,"Bluffing, Card Game, Exploration, Party Game",Fréderic Moyersoen,1.3357
787,https://boardgamegeek.com/boardgame/200077/mint-works,200077,Mint Works,1,4,20,10,20,2017,7.40419,6.53572,1257,https://cf.geekdo-images.com/images/pic3418969.png,13,Worker Placement,3074,"Economic, Industry / Manufacturing",Justin Blaske,1.7632
788,https://boardgamegeek.com/boardgame/41916/magic-labyrinth,41916,The Magic Labyrinth,2,4,15,15,15,2009,6.90334,6.53426,2897,https://cf.geekdo-images.com/images/pic877039.jpg,6,"Dice Rolling, Grid Movement, Memory, Roll / Spin and Move, Route/Network Building",4638,"Children's Game, Fantasy, Maze, Memory",Dirk Baumann,1.2739
789,https://boardgamegeek.com/boardgame/6411/blokus-3d,6411,Blokus 3D,2,4,20,15,20,2003,6.82947,6.53387,3435,https://cf.geekdo-images.com/images/pic1478957.jpg,7,"Area Enclosure, Hand Management, Tile Placement",4229,"Abstract Strategy, Territory Building",Stefan Kögl,1.7542
790,https://boardgamegeek.com/boardgame/166226/staufer-dynasty,166226,The Staufer Dynasty,2,5,90,90,90,2014,7.24551,6.53352,1355,https://cf.geekdo-images.com/images/pic2256945.png,13,"Area Control / Area Influence, Card Drafting, Modular Board, Pattern Building, Set Collection",1896,Medieval,Andreas Steding,3.0361
791,https://boardgamegeek.com/boardgame/2081/civil-war,2081,The Civil War,2,2,1200,1200,1200,1983,7.66974,6.53349,955,https://cf.geekdo-images.com/images/pic140475.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",2270,"American Civil War, Civil War, Post-Napoleonic, Wargame",Eric Lee Smith,3.7765
792,https://boardgamegeek.com/boardgame/220/high-society,220,High Society,3,5,30,15,30,1995,6.76531,6.53302,4355,https://cf.geekdo-images.com/images/pic1513386.jpg,10,Auction/Bidding,4853,Card Game,Reiner Knizia,1.5499
793,https://boardgamegeek.com/boardgame/163413/murano,163413,Murano,2,4,75,60,75,2014,7.28095,6.53296,1296,https://cf.geekdo-images.com/images/pic2270443.jpg,10,"Area Control / Area Influence, Pick-up and Deliver, Point to Point Movement, Tile Placement, Worker Placement",1708,"City Building, Economic","Inka Brand, Markus Brand",2.7419
794,https://boardgamegeek.com/boardgame/85256/timeline-inventions,85256,Timeline: Inventions,2,8,15,15,15,2010,6.74468,6.53264,5182,https://cf.geekdo-images.com/images/pic1724657.jpg,8,none,8498,"Card Game, Educational, Trivia",Frédéric Henry,1.1199
795,https://boardgamegeek.com/boardgame/3800/himalaya,3800,Himalaya,3,4,60,60,60,2002,7.03351,6.53252,1953,https://cf.geekdo-images.com/images/pic1205729.jpg,8,"Action / Movement Programming, Area Control / Area Influence, Pick-up and Deliver, Set Collection, Simultaneous Action Selection",1875,"Economic, Medieval, Political",Régis Bonnessée,2.5708
796,https://boardgamegeek.com/boardgame/139771/star-trek-attack-wing,139771,Star Trek: Attack Wing,1,99,60,60,60,2013,7.61189,6.53223,1581,https://cf.geekdo-images.com/images/pic1731799.jpg,14,"Action / Movement Programming, Dice Rolling, Simultaneous Action Selection, Variable Player Powers",2875,"Aviation / Flight, Miniatures, Movies / TV / Radio theme, Science Fiction","Christopher Guild, Andrew Parks",2.704
797,https://boardgamegeek.com/boardgame/12761/ys,12761,Ys,2,4,90,90,90,2004,6.94615,6.53158,2348,https://cf.geekdo-images.com/images/pic342165.jpg,12,"Area Control / Area Influence, Auction/Bidding, Commodity Speculation",3206,"Bluffing, Medieval",Cyril Demaegd,2.9188
798,https://boardgamegeek.com/boardgame/1540/battletech,1540,BattleTech,2,20,90,90,90,1985,6.96131,6.53134,2863,https://cf.geekdo-images.com/images/pic34098.jpg,12,"Dice Rolling, Role Playing, Variable Player Powers",3929,"Fighting, Miniatures, Science Fiction, Wargame","Forest Brown, L. R. ""Butch"" Leeper, Jordan Weisman",3.3851
799,https://boardgamegeek.com/boardgame/19237/cah-n-gun,19237,Ca$h 'n Gun$,4,6,30,30,30,2005,6.65886,6.53014,8772,https://cf.geekdo-images.com/images/pic87523.jpg,10,"Player Elimination, Simultaneous Action Selection, Variable Player Powers",7919,"Bluffing, Card Game, Fighting, Humor, Mafia, Negotiation, Party Game",Ludovic Maublanc,1.2777
800,https://boardgamegeek.com/boardgame/61692/axis-allies-europe-1940,61692,Axis & Allies Europe 1940,2,6,360,360,360,2010,7.54203,6.52978,1251,https://cf.geekdo-images.com/images/pic1369061.jpg,12,"Area Control / Area Influence, Area Movement, Dice Rolling, Partnerships",2552,"Economic, Fighting, Wargame, World War II","Larry Harris, Jr.",3.3939
801,https://boardgamegeek.com/boardgame/143986/cv,143986,CV,2,4,60,60,60,2013,6.80473,6.5294,3792,https://cf.geekdo-images.com/images/pic1968267.jpg,10,"Card Drafting, Dice Rolling, Hand Management, Press Your Luck, Set Collection, Simulation",5118,"Card Game, Dice, Humor",Filip Mi?u?ski,1.8515
802,https://boardgamegeek.com/boardgame/139030/mascarade,139030,Mascarade,2,13,30,30,30,2013,6.71725,6.52702,6192,https://cf.geekdo-images.com/images/pic1762410.jpg,10,"Memory, Variable Player Powers",9423,"Bluffing, Medieval, Party Game",Bruno Faidutti,1.5195
803,https://boardgamegeek.com/boardgame/481/carolus-magnus,481,Carolus Magnus,2,4,60,60,60,2000,6.85327,6.52679,3075,https://cf.geekdo-images.com/images/pic130679.jpg,12,"Area Control / Area Influence, Dice Rolling, Hand Management, Modular Board, Partnerships",3560,Medieval,Leo Colovini,2.5881
804,https://boardgamegeek.com/boardgame/26457/successors-third-edition,26457,Successors (third edition),2,4,300,300,300,2008,7.50591,6.52652,1025,https://cf.geekdo-images.com/images/pic373193.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Pick-up and Deliver, Point to Point Movement",1415,"Ancient, Wargame","Richard H. Berg, John B. Firer, Mark Simonitch",3.3143
805,https://boardgamegeek.com/boardgame/681/quarto,681,Quarto,2,2,20,20,20,1991,6.8187,6.52574,3831,https://cf.geekdo-images.com/images/pic669979.jpg,6,Pattern Building,5652,Abstract Strategy,Blaise Muller,2.0333
806,https://boardgamegeek.com/boardgame/73369/51st-state,73369,51st State,2,4,90,40,90,2010,6.93186,6.52507,2487,https://cf.geekdo-images.com/images/pic1149172.jpg,10,"Card Drafting, Hand Management, Variable Player Powers",3307,"Card Game, City Building, Economic, Science Fiction",Ignacy Trzewiczek,3.1022
807,https://boardgamegeek.com/boardgame/21550/blokus-trigon,21550,Blokus Trigon,2,4,20,20,20,2006,6.9409,6.52417,2460,https://cf.geekdo-images.com/images/pic174139.jpg,7,"Area Enclosure, Hand Management, Tile Placement",2917,"Abstract Strategy, Territory Building",Bernard Tavitian,1.962
808,https://boardgamegeek.com/boardgame/148943/coup-rebellion-g54,148943,Coup: Rebellion G54,3,6,15,15,15,2014,7.21037,6.52261,1472,https://cf.geekdo-images.com/images/pic2809076.jpg,14,"Player Elimination, Take That, Variable Player Powers",4216,"Bluffing, Card Game, Deduction, Negotiation, Political",Rikki Tahta,1.963
809,https://boardgamegeek.com/boardgame/163154/falling-sky-gallic-revolt-against-caesar,163154,Falling Sky: The Gallic Revolt Against Caesar,1,4,360,180,360,2016,8.11675,6.52063,634,https://cf.geekdo-images.com/images/pic2963551.jpg,0,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Variable Phase Order, Variable Player Powers",2044,"Ancient, Wargame","Volko Ruhnke, Andrew Ruhnke",3.9804
810,https://boardgamegeek.com/boardgame/179275/one-deck-dungeon,179275,One Deck Dungeon,1,2,45,30,45,2016,7.56113,6.51913,1097,https://cf.geekdo-images.com/images/pic3019101.jpg,14,"Co-operative Play, Deck / Pool Building, Dice Rolling",2865,"Card Game, Dice, Fantasy, Medieval, Video Game Theme",Chris Cieslik,2.0606
811,https://boardgamegeek.com/boardgame/38343/ad-astra,38343,Ad Astra,3,5,60,60,60,2009,6.89529,6.51877,2587,https://cf.geekdo-images.com/images/pic383353.jpg,13,"Action / Movement Programming, Simultaneous Action Selection, Trading, Variable Phase Order",2624,"Civilization, Science Fiction, Space Exploration","Bruno Faidutti, Serge Laget",2.6728
812,https://boardgamegeek.com/boardgame/3284/star-wars-epic-duels,3284,Star Wars: Epic Duels,2,6,30,30,30,2002,6.97408,6.51875,2695,https://cf.geekdo-images.com/images/pic1248093.jpg,10,"Campaign / Battle Card Driven, Player Elimination, Roll / Spin and Move, Variable Player Powers",3484,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction","Rob Daviau, Craig Van Ness",1.7619
813,https://boardgamegeek.com/boardgame/1115/poker,1115,Poker,2,10,60,60,60,1810,6.70236,6.51866,7001,https://cf.geekdo-images.com/images/pic186610.jpg,12,"Betting/Wagering, Player Elimination, Set Collection",5699,"Bluffing, Card Game",(Uncredited),2.4715
814,https://boardgamegeek.com/boardgame/179572/dice-city,179572,Dice City,1,4,60,45,60,2015,6.92172,6.5183,2477,https://cf.geekdo-images.com/images/pic2561229.jpg,14,"Dice Rolling, Take That, Worker Placement",4298,"City Building, Dice, Medieval",Vangelis Bagiartakis,2.038
815,https://boardgamegeek.com/boardgame/113873/hunters-german-u-boats-war-1939-43,113873,"The Hunters: German U-Boats at War, 1939-43",1,2,120,120,120,2013,7.72465,6.5183,885,https://cf.geekdo-images.com/images/pic1720387.png,12,"Dice Rolling, Simulation",2125,"Wargame, World War II",Gregory M. Smith,2.5556
816,https://boardgamegeek.com/boardgame/83195/ghost-blitz,83195,Ghost Blitz,2,8,20,20,20,2010,6.78284,6.51734,3931,https://cf.geekdo-images.com/images/pic2034769.jpg,8,Pattern Recognition,5461,"Action / Dexterity, Card Game, Children's Game, Real-time",Jacques Zeimet,1.1452
817,https://boardgamegeek.com/boardgame/142079/space-cadets-dice-duel,142079,Space Cadets: Dice Duel,4,8,30,30,30,2013,6.92731,6.51688,2446,https://cf.geekdo-images.com/images/pic1650556.png,12,"Action / Movement Programming, Dice Rolling, Grid Movement, Partnerships",4119,"Dice, Fighting, Party Game, Real-time, Science Fiction, Space Exploration","Geoff Engelstein, Sydney Engelstein",2.0737
818,https://boardgamegeek.com/boardgame/195137/catacombs-third-edition,195137,Catacombs (third edition),2,5,90,60,90,2015,7.79302,6.51676,777,https://cf.geekdo-images.com/images/pic2336353.png,14,"Partnerships, Player Elimination, Role Playing, Variable Player Powers",1782,"Action / Dexterity, Adventure, Fantasy, Fighting","Ryan Amos, Marc Kelsey, Aron West",2.3333
819,https://boardgamegeek.com/boardgame/142961/thunderstone-advance-numenera,142961,Thunderstone Advance: Numenera,1,5,90,60,90,2013,7.47731,6.51609,1026,https://cf.geekdo-images.com/images/pic1683747.jpg,12,"Card Drafting, Deck / Pool Building, Hand Management",2526,"Card Game, Fantasy, Science Fiction","Joe Babbitt, Will M. Baker, Edward Bolme, Curt Crane, Mike Elliott, Jeff Quick, Mark Wootton",2.7143
820,https://boardgamegeek.com/boardgame/160610/thunderbirds,160610,Thunderbirds,1,4,60,45,60,2015,7.71672,6.51559,962,https://cf.geekdo-images.com/images/pic2374467.jpg,10,"Co-operative Play, Pick-up and Deliver, Storytelling",2023,Movies / TV / Radio theme,Matt Leacock,2.5179
821,https://boardgamegeek.com/boardgame/146221/forge-war,146221,Forge War,1,4,180,60,180,2015,7.46749,6.5155,1098,https://cf.geekdo-images.com/images/pic2296858.jpg,0,"Grid Movement, Role Playing, Variable Phase Order, Worker Placement",2203,"Adventure, Economic, Fantasy, Industry / Manufacturing, Medieval",Isaac Childres,3.734
822,https://boardgamegeek.com/boardgame/176165/dale-merchants,176165,Dale of Merchants,2,4,40,20,40,2015,7.36457,6.51473,1207,https://cf.geekdo-images.com/images/pic2772192.jpg,10,"Card Drafting, Deck / Pool Building, Dice Rolling, Hand Management, Set Collection, Take That",2016,"Animals, Card Game, Fantasy",Sami Laakso,2.0196
823,https://boardgamegeek.com/boardgame/184424/mega-civilization,184424,Mega Civilization,5,18,720,360,720,2015,8.38253,6.51317,565,https://cf.geekdo-images.com/images/pic2688180.jpg,12,"Area Movement, Set Collection, Trading",949,"Ancient, Civilization, Economic, Negotiation","Flo de Haan, John Rodriguez, Francis Tresham",3.8305
824,https://boardgamegeek.com/boardgame/129459/duel-ages-ii,129459,Duel of Ages II,2,8,150,150,150,2013,7.57805,6.51268,993,https://cf.geekdo-images.com/images/pic1399113.jpg,12,"Grid Movement, Hex-and-Counter, Modular Board, Partnerships, Variable Player Powers",2028,"Adventure, Fantasy, Fighting, Science Fiction, Wargame",Brett G. Murrell,3.3457
825,https://boardgamegeek.com/boardgame/5716/balloon-cup,5716,Balloon Cup,2,2,30,30,30,2003,6.71024,6.51087,5127,https://cf.geekdo-images.com/images/pic63292.jpg,8,"Hand Management, Set Collection",5299,"Aviation / Flight, Card Game",Stephen Glenn,1.4604
826,https://boardgamegeek.com/boardgame/1499/world-flames,1499,World in Flames,2,7,6000,120,6000,1985,7.49972,6.51085,1166,https://cf.geekdo-images.com/images/pic2260119.jpg,12,"Area Movement, Dice Rolling, Hex-and-Counter",2181,"Wargame, World War II","Greg Pinder, Harry Rowland",4.5984
827,https://boardgamegeek.com/boardgame/88827/battle-cry-150th-civil-war-anniversary-edition,88827,Battle Cry: 150th Civil War Anniversary Edition,2,2,45,45,45,2010,7.64849,6.51066,908,https://cf.geekdo-images.com/images/pic868728.jpg,12,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Modular Board",1778,"American Civil War, Civil War, Wargame",Richard Borg,2.069
828,https://boardgamegeek.com/boardgame/41933/arctic-scavengers,41933,Arctic Scavengers,2,5,60,45,60,2009,6.96587,6.51038,2220,https://cf.geekdo-images.com/images/pic1114682.jpg,12,"Card Drafting, Deck / Pool Building, Hand Management",2867,"Bluffing, Card Game, Fighting",Robert K. Gabhart,2.264
829,https://boardgamegeek.com/boardgame/167270/medina-second-edition,167270,Medina (second edition),2,4,60,60,60,2014,7.38081,6.50923,1109,https://cf.geekdo-images.com/images/pic2061270.jpg,10,"Area Control / Area Influence, Press Your Luck, Tile Placement",1840,"Abstract Strategy, City Building",Stefan Dorra,2.3617
830,https://boardgamegeek.com/boardgame/57925/havana,57925,Havana,2,4,45,30,45,2009,6.89142,6.50885,2517,https://cf.geekdo-images.com/images/pic572305.jpg,10,"Hand Management, Memory, Set Collection, Simultaneous Action Selection",3129,"Bluffing, Card Game",Reinhard Staupe,2.2139
831,https://boardgamegeek.com/boardgame/730/breakout-normandy,730,Breakout: Normandy,2,2,240,240,240,1992,7.66722,6.50878,876,https://cf.geekdo-images.com/images/pic239937.jpg,12,Area-Impulse,1952,"Wargame, World War II","Don Greenwood, James Stahler",3.3642
832,https://boardgamegeek.com/boardgame/134453/little-prince-make-me-planet,134453,The Little Prince: Make Me a Planet,2,5,25,25,25,2013,6.93451,6.50843,2372,https://cf.geekdo-images.com/images/pic3083205.jpg,8,"Card Drafting, Set Collection",2923,"Novel-based, Territory Building","Antoine Bauza, Bruno Cathala",1.5986
833,https://boardgamegeek.com/boardgame/147253/ancient-world,147253,The Ancient World,2,4,90,90,90,2014,7.23039,6.50715,1373,https://cf.geekdo-images.com/images/pic1951629.jpg,13,"Card Drafting, Dice Rolling, Set Collection, Worker Placement",2280,"Ancient, Civilization, Fantasy",Ryan Laukat,2.7391
